sam,date,loc,locnum,state,res,fftotal,estb,estg,estr,ests,pct_b,pct_g,pct_r,pct_s
N_2012-010_D_12,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_K_35,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_O_46,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_B_6,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_L_39,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_I_30,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_C_8,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_C_9,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_M_42,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_D_13,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_D_14,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-010_D_15,2/06/2012,Singleton,10,N,0,17000,0,17000,0,0,0.00,100.00,0.00,0.00
N_2012-011_F_17,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_B_5,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_C_9,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_L_34,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_J_30,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_B_6,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_J_29,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_O_43,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_N_41,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_O_45,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_M_38,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_H_22,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_C_8,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_I_26,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_H_24,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_G_20,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_N_42,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_J_28,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_K_31,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_D_11,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_H_23,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_G_21,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_F_18,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_M_37,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_K_32,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_C_7,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_F_16,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_D_10,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_M_39,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_A_1,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_K_33,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_L_36,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_B_4,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_L_35,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_O_44,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_A_3,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_I_27,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_E_15,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_I_25,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_E_13,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_D_12,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_G_19,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_N_40,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_A_2,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-011_E_14,9/06/2012,Bellingen,15,N,0,40000,1000,39000,0,0,2.50,97.50,0.00,0.00
N_2012-012_H_16,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_J_20,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_A_2,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_F_12,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_H_14,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_B_6,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_I_17,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_J_19,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_E_10,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_A_3,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_D_7,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_B_4,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_G_0,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_E_8,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_C_0,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_I_18,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_E_9,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_B_5,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_F_11,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_A_1,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_F_13,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-012_H_15,10/06/2012,Lismore,17,N,0,100000,30000,70000,0,0,30.00,70.00,0.00,0.00
N_2012-013_G_19,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_E_13,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_M_40,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_G_21,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_I_25,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_K_31,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_K_33,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_F_16,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_L_35,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_L_37,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_A_1,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_D_11,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_B_4,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_F_17,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_D_10,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_C_7,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_E_14,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_G_20,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_K_32,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_E_15,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_M_38,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_M_39,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_A_2,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_F_18,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_H_22,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_A_3,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_B_6,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_I_26,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_J_29,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_C_9,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_J_30,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_B_5,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_I_27,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_D_12,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_H_24,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_K_34,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_J_28,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_L_36,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_C_8,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-013_H_23,14/06/2012,Avoca,8,N,0,7500,0,7500,0,0,0.00,100.00,0.00,0.00
N_2012-014_K_31,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_I_25,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_K_33,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_B_5,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_G_17,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_D_9,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_L_37,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_E_11,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_G_18,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_G_19,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_H_22,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_E_13,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_K_32,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_L_34,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_L_35,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_D_10,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_L_36,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_H_21,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_I_26,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_H_20,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_H_23,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_A_1,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_F_16,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_C_7,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_I_24,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_J_27,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_J_29,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_A_3,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_C_6,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_J_28,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_B_4,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_C_8,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_A_2,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_F_15,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_J_30,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_F_14,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-014_E_12,10/06/2012,Sydney CP,6,N,0,22500,100,22400,0,0,0.40,99.56,0.00,0.00
N_2012-017_M_36,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_C_7,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_J_28,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_F_16,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_G_19,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_E_15,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_B_6,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_I_27,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_K_30,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_I_26,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_D_11,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_J_29,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_G_20,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_A_2,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_C_8,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_B_5,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_B_4,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_H_22,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_A_1,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_E_13,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_M_34,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_H_23,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_F_18,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_C_9,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_A_3,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_F_17,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_G_21,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_D_10,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_K_31,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_M_35,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_D_12,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_H_24,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_I_25,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_L_33,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_K_32,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-017_E_14,9/07/2012,Avoca,8,N,0,17500,0,17500,0,0,0.00,100.00,0.00,0.00
N_2012-018_G_22,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_K_33,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_J_32,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_H_26,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_I_29,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_H_24,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_F_18,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_M_39,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_J_30,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_G_20,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_D_11,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_J_31,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_E_16,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_H_25,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_L_36,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_I_27,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_D_12,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_C_8,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_A_2,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_G_21,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_A_3,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_A_1,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_C_10,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_K_34,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_L_38,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_E_14,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_C_9,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_L_37,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_D_13,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_B_6,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_G_23,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_B_7,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_E_15,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_B_4,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_F_17,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_B_5,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_K_35,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_I_28,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-018_F_19,14/07/2012,Sydney CP,6,N,0,8000,100,7900,0,0,1.30,98.75,0.00,0.00
N_2012-019_K_32,15/07/2012,Newcastle,9,N,0,60000,0,60000,0,0,0.00,100.00,0.00,0.00
N_2012-019_H_25,15/07/2012,Newcastle,9,N,0,60000,0,60000,0,0,0.00,100.00,0.00,0.00
N_2012-019_K_33,15/07/2012,Newcastle,9,N,0,60000,0,60000,0,0,0.00,100.00,0.00,0.00
N_2012-019_E_15,15/07/2012,Newcastle,9,N,0,60000,0,60000,0,0,0.00,100.00,0.00,0.00
N_2012-019_J_30,15/07/2012,Newcastle,9,N,0,60000,0,60000,0,0,0.00,100.00,0.00,0.00
N_2012-019_J_29,15/07/2012,Newcastle,9,N,0,60000,0,60000,0,0,0.00,100.00,0.00,0.00
N_2012-019_C_10,15/07/2012,Newcastle,9,N,0,60000,0,60000,0,0,0.00,100.00,0.00,0.00
N_2012-019_A_3,15/07/2012,Newcastle,9,N,0,60000,0,60000,0,0,0.00,100.00,0.00,0.00
